Are you currently enrolled in college?,What is your cumulative GPA range?,What is the total income of your primary household?,"In the last month, how often have you been upset because of something that happened unexpectedly?","In the last month, how often have you felt that you were unable to control the important things in your life?","In the last month, how often have you felt nervous and stressed?","In the last month, how often have you felt confident about your ability to handle your personal problems?","In the last month, how often have you felt that things were going your way?","In the last month, how often have you found that you could not cope with all the things that you had to do?","In the last month, how often have you been able to control irritations in your life?","In the last month, how often have you felt that you were on top of things?","In the last month, how often have you been angered because of things that happened that were outside of your control?","In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",1. I tend to bounce back quickly after hard times,2. I have a hard time making it through stressful events,3. It does not take me long to recover from a stressful event.,4. It is hard for me to snap back when something bad happens.,5. I usually come through difficult times with little trouble.,6. I tend to take a long time to get over set-backs in my life.,"During the last 12 months, was there a time when, because of lack of money or other resources you were worried you would not have enough food to eat?","During the last 12 months, was there a time when, because of lack of money or other resources you were unable to eat healthy and nutritious food?","During the last 12 months, was there a time when, because of lack of money or other resources you ate only a few kinds of foods?","During the last 12 months, was there a time when, because of lack of money or other resources you had to skip a meal?","During the last 12 months, was there a time when, because of lack of money or other resources you ate less than you thought you should?","During the last 12 months, was there a time when, because of lack of money or other resources your household ran out of food?","During the last 12 months, was there a time when, because of lack of money or other resources you were hungry but did not eat?","During the last 12 months, was there a time when, because of lack of money or other resources you went without eating for a whole day?","On an average week, how many times do you consume whole grain products? (e.g., whole grain bread, whole grain cereal, brown rice or whole wheat pasta","On an average week, how many times do you consume dairy products?(e.g., milk, cheese, yogurt …etc.)","On an average week, how many times do you consume coffee or other sources of caffeine?(e.g., soda, tea, chocolate, energy drink …etc.)","On an average week, how many times do you consume fruits?","On an average week, how many times do you consume nuts, including flaxseed?","On an average week, how many times do you consume rice and/or pasta?","On an average week, how many times do you consume red meat, chicken, or turkey?","On an average week, how many times do you consume dark green leafy vegetables?(e.g., spinach, kale, lettuce …etc.)","On an average week, how many times do you consume beans?(e.g. black beans, black-eyed peas, lentils, lima beans, soy nuts …etc.)","On an average week, how many times do you consume fish and/or shellfish (including sardines and tuna)?","On an average week, how many times do you consume fast foods and/or pre-made or packaged food?","On average week, how many times do you take multivitamin supplements?","On average week, how many times do you take fish oil supplements?",K10_total,RS_total,GPA_factor,FIES_total,income_factor,Healthy_Score,Unhealthy_Score,The effects of stress are negative and should be avoided.,Experiencing stress facilitates my learning and growth.,Experiencing stress depletes my health and vitality.,Experiencing stress enhances my performance and productivity.,Experiencing stress inhibits my learning and growth.,Experiencing stress improves my health and vitality.,Experiencing stress debilitates my performance and productivity.,The effects of stress are positive and should be utilized.,Physical_Activity,BRS_Score,BRS_Score_Interpretation,SMM,SMM_Interpretation,activity_ordinal,Gender
Yes,3.4-3.69,"$250,000 or more",3,2,3,3,4,2,4,2,3,3,4,3,2,2,2,1,0,0,0,0,0,0,0,0,5,5,2,3,2,3,3,2,1,0,5,3,0,29,14,3.4-3.69,0,"$250,000 or more",16,7,2,3,1,3,3,1,3,2,2 times,14,Normal resilience,18,Neutral/Mixed Mindset,2,Female
No,3.0-3.39,"$90,000 to $99,999",4,4,5,3,3,3,3,3,3,3,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,5,2,0,0,1,5,1,0,0,2,0,0,34,8,3.0-3.39,1,"$90,000 to $99,999",6,4,0,1,0,0,4,0,0,0,3 times,8,Low resilience,5,Stress-is-Debilitating Mindset,3,Female
No,Not applicable,"$10,000 to $19,999",5,3,5,1,2,2,3,4,5,2,2,1,4,1,1,1,1,1,0,0,1,1,0,0,0,3,5,3,1,2,4,1,1,0,2,5,0,32,10,NA,4,"$10,000 to $19,999",8,7,2,4,2,1,0,2,1,2,2 times,10,Low resilience,14,Neutral/Mixed Mindset,2,Female
No,3.4-3.69,"$80,000 to $89,999",3,2,3,4,4,2,4,4,3,1,5,4,3,4,2,4,0,0,0,0,0,0,0,0,3,5,3,4,1,4,3,1,3,1,1,0,0,30,22,3.4-3.69,0,"$80,000 to $89,999",17,4,3,3,2,2,3,2,2,2,5 times,22,High resilience,19,Neutral/Mixed Mindset,5,Female
Yes,3.7-4.0,"$80,000 to $89,999",3,2,5,3,3,2,2,3,3,2,4,3,4,4,4,3,0,0,0,0,0,0,0,0,1,3,2,4,1,3,5,1,0,1,1,0,0,28,22,3.7-4.0,0,"$80,000 to $89,999",10,3,3,2,1,2,2,1,3,1,1 time,22,High resilience,15,Neutral/Mixed Mindset,1,Female
Yes,3.4-3.69,"$80,000 to $89,999",4,5,4,4,3,5,3,3,5,4,2,2,3,1,1,1,1,1,1,0,1,0,1,0,0,2,5,3,0,3,5,0,0,0,2,0,0,40,10,3.4-3.69,5,"$80,000 to $89,999",5,7,2,1,1,1,0,0,1,2,5 times,10,Low resilience,8,Stress-is-Debilitating Mindset,5,Female
No,3.4-3.69,"$30,000 to $39,999",3,3,3,3,3,3,3,3,3,3,5,2,4,1,2,4,0,1,0,0,1,0,1,1,3,3,5,3,1,5,5,0,0,2,4,3,1,30,18,3.4-3.69,4,"$30,000 to $39,999",11,9,2,2,2,2,2,2,2,2,1 time,18,Normal resilience,16,Neutral/Mixed Mindset,1,Female
Yes,3.0-3.39,"$100,000 to $149,999",3,3,3,4,4,2,3,4,4,3,3,2,5,4,4,3,0,1,0,0,1,0,0,0,2,3,4,3,2,2,5,2,2,1,4,1,0,33,21,3.0-3.39,2,"$100,000 to $149,999",13,8,3,3,2,1,3,1,2,3,4 times,21,Normal resilience,18,Neutral/Mixed Mindset,4,Male
No,3.4-3.69,"$250,000 or more",3,3,4,3,2,2,4,4,3,3,4,4,3,3,2,4,0,0,0,0,0,0,0,0,1,3,5,3,1,2,4,1,1,0,0,5,0,31,20,3.4-3.69,0,"$250,000 or more",9,5,2,1,1,1,1,1,1,2,3 times,20,Normal resilience,10,Stress-is-Debilitating Mindset,3,Female
Yes,3.7-4.0,"$150,000 to $249,999",3,3,3,2,3,5,3,1,2,5,3,3,2,4,2,3,0,0,0,0,0,0,0,0,0,5,5,4,5,4,5,0,0,0,1,0,0,30,17,3.7-4.0,0,"$150,000 to $249,999",9,6,4,3,1,4,2,1,3,2,2 times,17,Normal resilience,20,Neutral/Mixed Mindset,2,Female
No,Not applicable,"$10,000 to $19,999",2,2,2,5,5,2,5,4,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,5,5,5,5,3,5,5,3,2,2,2,0,0,31,18,NA,0,"$10,000 to $19,999",22,7,0,4,1,1,1,0,0,1,6-7 times,18,Normal resilience,8,Stress-is-Debilitating Mindset,6,Male
Yes,3.7-4.0,"$100,000 to $149,999",3,3,4,3,3,4,3,2,3,3,4,4,4,3,4,5,0,0,0,0,0,0,0,0,3,1,5,4,0,5,3,3,1,1,1,0,0,31,24,3.7-4.0,0,"$100,000 to $149,999",13,6,2,2,2,2,2,1,2,2,6-7 times,24,High resilience,15,Neutral/Mixed Mindset,6,Female
Yes,3.0-3.39,"$150,000 to $249,999",4,5,5,3,3,4,3,3,3,2,3,3,4,2,2,3,0,0,0,0,0,0,0,0,2,5,4,2,2,5,5,2,1,2,2,0,0,35,17,3.0-3.39,0,"$150,000 to $249,999",14,6,3,3,0,3,1,2,1,2,6-7 times,17,Normal resilience,15,Neutral/Mixed Mindset,6,Female
Yes,3.4-3.69,"$70,000 to $79,999",4,4,5,3,2,5,3,2,4,4,4,3,3,3,4,4,0,0,0,0,1,0,1,0,3,3,2,4,0,3,5,2,4,1,4,0,0,36,21,3.4-3.69,2,"$70,000 to $79,999",17,6,4,3,2,1,1,2,1,2,4 times,21,Normal resilience,16,Neutral/Mixed Mindset,4,Female
Yes,3.0-3.39,"$60,000 to $69,999",3,3,4,4,3,3,2,3,3,3,4,4,4,4,3,3,0,0,0,0,0,0,0,0,3,2,5,2,1,4,5,2,5,0,5,0,0,31,22,3.0-3.39,0,"$60,000 to $69,999",14,10,1,3,0,3,1,1,2,2,5 times,22,High resilience,13,Neutral/Mixed Mindset,5,Female
Yes,3.4-3.69,"$250,000 or more",5,5,5,3,3,4,3,3,2,4,4,2,4,3,2,3,0,0,0,0,0,0,0,0,2,5,4,5,3,0,5,5,2,3,1,0,0,37,18,3.4-3.69,0,"$250,000 or more",22,5,0,1,1,2,2,0,0,1,6-7 times,18,Normal resilience,7,Stress-is-Debilitating Mindset,6,Female
Yes,3.4-3.69,"$30,000 to $39,999",2,2,3,4,4,1,3,4,2,1,4,4,3,4,2,3,0,0,1,0,0,0,0,0,2,5,0,5,1,2,5,5,1,2,1,0,0,26,20,3.4-3.69,1,"$30,000 to $39,999",20,1,1,2,1,1,1,1,2,1,6-7 times,20,Normal resilience,10,Stress-is-Debilitating Mindset,6,Female
Yes,3.7-4.0,"$40,000 to $49,999",4,4,4,3,4,3,2,3,4,2,4,2,3,2,3,2,0,1,1,0,1,0,0,0,3,2,5,2,5,4,5,5,3,1,4,0,0,33,16,3.7-4.0,3,"$40,000 to $49,999",16,9,1,3,0,1,1,0,1,2,2 times,16,Normal resilience,9,Stress-is-Debilitating Mindset,2,Male
No,Not applicable,"$60,000 to $69,999",3,4,2,5,3,1,2,4,3,2,5,5,4,5,5,5,0,0,0,0,0,0,0,0,5,2,3,2,1,2,4,1,1,1,2,0,0,29,29,NA,0,"$60,000 to $69,999",12,5,2,2,2,3,1,3,3,1,3 times,29,High resilience,17,Neutral/Mixed Mindset,3,Male
Yes,3.0-3.39,"$150,000 to $249,999",4,4,5,3,2,3,2,4,4,4,3,2,3,2,3,4,0,1,1,0,0,0,0,0,0,5,0,2,0,2,3,2,0,0,2,0,0,35,17,3.0-3.39,2,"$150,000 to $249,999",9,2,2,3,1,2,2,1,2,0,5 times,17,Normal resilience,13,Neutral/Mixed Mindset,5,Female
Yes,3.0-3.39,"$150,000 to $249,999",2,3,5,4,3,1,3,3,3,2,4,4,4,4,3,4,0,0,0,0,0,0,0,0,5,3,4,2,0,3,5,4,2,0,4,0,0,29,23,3.0-3.39,0,"$150,000 to $249,999",16,8,3,3,1,3,3,1,3,2,3 times,23,High resilience,19,Neutral/Mixed Mindset,3,Female
Yes,3.7-4.0,"$80,000 to $89,999",3,3,4,3,2,3,4,3,4,3,4,4,4,3,4,3,1,0,1,1,1,1,1,0.5,1,2,2,5,3,4,5,3,5,2,3,5,5,32,22,3.7-4.0,6.5,"$80,000 to $89,999",18,5,3,3,1,3,1,1,1,1,5 times,22,High resilience,14,Neutral/Mixed Mindset,5,Male
Yes,3.0-3.39,"$30,000 to $39,999",4,5,4,3,4,3,4,4,3,3,3,2,2,3,2,2,0,1,1,0,1,0,1,0,1,0,1,3,0,0,3,1,1,0,3,0,0,37,14,3.0-3.39,4,"$30,000 to $39,999",6,4,2,2,1,3,2,1,2,2,None,14,Normal resilience,15,Neutral/Mixed Mindset,0,Female
No,3.4-3.69,"$100,000 to $149,999",4,3,4,4,3,4,4,4,4,3,4,1,1,2,2,3,0,0,0,0,0,0,0,0,2,4,3,1,2,3,5,4,2,2,1,0,0,37,13,3.4-3.69,0,"$100,000 to $149,999",15,4,1,3,0,3,1,3,1,3,5 times,13,Low resilience,15,Neutral/Mixed Mindset,5,Female
No,Not applicable,"$10,000 to $19,999",3,5,5,1,2,5,3,1,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,5,0,5,0,4,4,0,1,0,5,5,0,34,6,NA,0,"$10,000 to $19,999",16,5,2,3,2,2,2,2,2,2,3 times,6,Low resilience,17,Neutral/Mixed Mindset,3,Male
Yes,3.0-3.39,"$150,000 to $249,999",4,5,5,3,3,5,2,3,5,4,3,2,2,3,2,3,0,0,0,0,0,0,0,0,0,5,5,2,1,4,3,1,1,0,3,0,0,39,15,3.0-3.39,0,"$150,000 to $249,999",9,8,1,2,0,3,1,1,1,2,2 times,15,Normal resilience,11,Neutral/Mixed Mindset,2,Female
No,3.0-3.39,"$150,000 to $249,999",2,2,2,5,5,1,5,4,2,2,5,4,5,4,4,5,0,0,0,0,0,0,0,0,5,2,1,5,3,1,3,5,2,4,1,5,5,30,27,3.0-3.39,0,"$150,000 to $249,999",23,2,3,4,2,3,4,2,4,2,6-7 times,27,High resilience,24,Stress-is-Enhancing Mindset,6,Male
Yes,3.7-4.0,"$100,000 to $149,999",3,2,4,5,3,1,3,5,3,1,4,5,5,5,5,5,0,0,0,0,0,0,0,0,5,0,5,5,5,4,0,5,5,0,3,5,0,30,29,3.7-4.0,0,"$100,000 to $149,999",20,8,2,2,2,2,2,2,4,2,6-7 times,29,High resilience,18,Neutral/Mixed Mindset,6,Female
No,2.3-2.69,"Less than $10,000",5,3,4,3,3,3,3,3,4,3,4,4,4,3,3,4,1,1,1,1,1,1,1,1,1,4,3,3,0,3,4,2,2,1,4,4,5,34,22,2.3-2.69,8,"Less than $10,000",13,7,1,2,0,4,1,1,4,1,1 time,22,High resilience,14,Neutral/Mixed Mindset,1,Female
No,3.7-4.0,"$250,000 or more",3,2,1,4,3,1,4,3,3,2,5,4,4,5,4,4,0,0,0,0,0,0,0,0,5,4,5,5,5,4,4,2,1,2,1,0,0,26,26,3.7-4.0,0,"$250,000 or more",19,6,1,2,2,1,2,0,1,0,3 times,26,High resilience,9,Stress-is-Debilitating Mindset,3,Male
Yes,3.0-3.39,"$70,000 to $79,999",3,4,4,3,3,3,2,3,4,4,3,2,2,1,5,3,0,0,0,0,0,0,0,0,2,5,5,3,2,4,5,3,1,1,1,0,0,33,16,3.0-3.39,0,"$70,000 to $79,999",15,6,1,3,2,3,3,1,1,3,2 times,16,Normal resilience,17,Neutral/Mixed Mindset,2,Male
Yes,3.7-4.0,"$50,000 to $59,999",3,3,4,4,3,1,3,3,5,3,4,4,3,3,2,3,0,0,0,0,0,0,0,0,2,0,3,2,0,4,4,1,0,0,5,5,0,32,19,3.7-4.0,0,"$50,000 to $59,999",5,8,2,1,1,1,3,0,1,2,4 times,19,Normal resilience,11,Neutral/Mixed Mindset,4,Female
Yes,3.7-4.0,"$50,000 to $59,999",3,3,4,4,3,1,3,3,5,3,4,4,3,3,2,3,0,0,0,0,0,0,0,0,2,0,3,2,0,4,4,1,0,0,5,5,0,32,19,3.7-4.0,0,"$50,000 to $59,999",5,8,2,1,1,1,3,0,1,2,4 times,19,Normal resilience,11,Neutral/Mixed Mindset,4,Female
No,Not applicable,"$100,000 to $149,999",5,5,5,2,3,4,4,3,5,5,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,3,0,2,1,5,5,2,1,2,5,2,2,41,11,NA,8,"$100,000 to $149,999",11,5,1,3,1,1,1,1,1,1,3 times,11,Low resilience,10,Stress-is-Debilitating Mindset,3,Male
Yes,3.4-3.69,"$90,000 to $99,999",4,4,5,4,3,2,4,3,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,2,3,5,3,4,1,3,3,3,35,8,3.4-3.69,8,"$90,000 to $99,999",15,3,1,1,1,1,1,0,0,2,1 time,8,Low resilience,7,Stress-is-Debilitating Mindset,1,Male
Yes,3.4-3.69,"$150,000 to $249,999",4,3,5,4,4,3,3,3,4,3,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0,2,5,2,0,5,0,3,2,1,4,2,2,36,23,3.4-3.69,0,"$150,000 to $249,999",10,9,1,3,1,4,1,2,1,2,4 times,23,High resilience,15,Neutral/Mixed Mindset,4,Female
No,2.7-2.99,"$90,000 to $99,999",3,4,4,4,2,3,3,3,3,4,4,3,3,2,3,2,0,1,1,1,1,1,1,1,0,4,2,3,0,5,3,1,5,0,4,0,0,33,17,2.7-2.99,7,"$90,000 to $99,999",13,6,2,1,1,3,3,2,2,2,3 times,17,Normal resilience,16,Neutral/Mixed Mindset,3,Male
Yes,3.7-4.0,"$50,000 to $59,999",3,2,3,5,4,4,4,5,2,2,4,2,4,2,4,2,0,0,0,0,0,0,0,0,1,2,0,5,0,1,5,4,1,2,3,4,0,34,18,3.7-4.0,0,"$50,000 to $59,999",15,3,1,0,2,0,4,0,3,0,1 time,18,Normal resilience,10,Stress-is-Debilitating Mindset,1,Female
Yes,3.4-3.69,"$150,000 to $249,999",3,2,4,2,4,3,4,4,3,2,3,3,3,3,3,2,0,0,1,0,0,0,1,0,1,4,4,4,0,4,3,2,0,3,4,3,0,31,17,3.4-3.69,2,"$150,000 to $249,999",14,8,1,1,1,1,1,1,1,1,3 times,17,Normal resilience,8,Stress-is-Debilitating Mindset,3,Female
No,3.0-3.39,"$100,000 to $149,999",3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,1,1,1,1,1,0,0,0,4,2,2,2,4,3,2,3,1,1,2,3,0,30,22,3.0-3.39,5,"$100,000 to $149,999",13,4,2,2,2,2,2,2,2,2,2 times,22,High resilience,16,Neutral/Mixed Mindset,2,Female
Yes,3.4-3.69,"$10,000 to $19,999",3,2,4,3,3,3,3,3,3,4,3,3,3,3,4,3,0,0,0,0,0,0,0,0,2,5,5,1,0,4,3,2,0,0,1,0,0,31,19,3.4-3.69,0,"$10,000 to $19,999",10,6,1,2,2,1,1,0,2,1,4 times,19,Normal resilience,10,Stress-is-Debilitating Mindset,4,Female
No,Not applicable,"$150,000 to $249,999",5,5,5,3,2,4,1,2,3,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,5,5,2,5,5,2,0,1,5,5,2,34,13,NA,0,"$150,000 to $249,999",12,10,2,2,0,0,1,0,1,1,2 times,13,Low resilience,7,Stress-is-Debilitating Mindset,2,Female
No,2.7-2.99,"$60,000 to $69,999",3,3,3,3,2,3,2,2,4,4,1,1,2,1,2,1,0,1,0,0,0,0,0,0,3,2,4,1,0,4,4,2,0,0,3,0,0,29,8,2.7-2.99,1,"$60,000 to $69,999",8,7,4,3,3,3,2,3,3,3,None,8,Low resilience,24,Stress-is-Enhancing Mindset,0,Female
Yes,3.7-4.0,"$100,000 to $149,999",4,3,4,3,2,3,2,3,4,2,3,1,2,1,3,4,0,0,0,0,0,0,0,0,4,5,3,4,2,2,5,5,2,4,3,0,0,30,14,3.7-4.0,0,"$100,000 to $149,999",24,6,2,3,1,4,3,2,2,3,4 times,14,Normal resilience,20,Neutral/Mixed Mindset,4,Female
Yes,1.0-1.49,"$10,000 to $19,999",3,4,5,3,3,3,3,3,3,2,3,2,2,2,1,2,0,0.5,1,0,0.5,0,0,0,3,3,4,3,1,1,4,2,1,0,2,0,0,32,12,1.0-1.49,2,"$10,000 to $19,999",12,6,3,2,1,2,3,2,1,2,None,12,Low resilience,16,Neutral/Mixed Mindset,0,Female
Yes,3.0-3.39,"Less than $10,000",4,3,4,4,4,3,4,3,3,3,5,2,3,1,5,2,1,1,1,0,1,0,1,0,5,5,0,5,4,5,5,4,1,1,2,0,0,35,18,3.0-3.39,5,"Less than $10,000",21,2,0,2,0,2,2,0,3,0,4 times,18,Normal resilience,9,Stress-is-Debilitating Mindset,4,Male
Yes,2.7-2.99,"$20,000 to $29,999",5,5,5,3,3,5,2,1,5,5,3,1,4,3,5,3,0,1,1,0,0,0,0,0,0,5,3,2,0,4,5,2,2,0,5,0,0,39,19,2.7-2.99,2,"$20,000 to $29,999",11,8,1,4,0,4,0,1,0,1,1 time,19,Normal resilience,11,Neutral/Mixed Mindset,1,Female
Yes,3.0-3.39,"$70,000 to $79,999",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,5,0,3,2,5,5,1,4,0,0,5,5,30,18,3.0-3.39,4,"$70,000 to $79,999",17,0,1,3,1,1,1,1,1,1,5 times,18,Normal resilience,10,Stress-is-Debilitating Mindset,5,Male
Yes,3.0-3.39,"$60,000 to $69,999",3,2,3,4,3,2,3,3,3,2,3,4,3,3,3,4,0,0,1,0,0,0,0,0,4,4,2,2,2,3,5,1,0,1,2,5,0,28,20,3.0-3.39,1,"$60,000 to $69,999",12,4,3,2,2,1,3,1,1,2,4 times,20,Normal resilience,15,Neutral/Mixed Mindset,4,Male
Yes,Not applicable,"$60,000 to $69,999",4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,5,5,3,1,3,4,2,0,0,2,0,0,31,19,NA,0,"$60,000 to $69,999",10,7,1,3,1,1,2,1,2,1,3 times,19,Normal resilience,12,Neutral/Mixed Mindset,3,Female
Yes,3.4-3.69,"$250,000 or more",3,4,4,5,4,3,4,3,2,2,2,1,1,1,4,3,0,0,0,0,0,0,0,0,5,5,3,0,2,4,5,2,0,0,5,0,0,34,12,3.4-3.69,0,"$250,000 or more",12,8,0,1,1,3,2,1,2,2,5 times,12,Low resilience,12,Neutral/Mixed Mindset,5,Male
Yes,3.4-3.69,"$30,000 to $39,999",3,4,3,4,5,3,2,4,2,3,4,4,4,4,4,3,1,1,1,1,1,0,1,1,2,5,1,5,2,5,5,4,5,2,2,0,0,33,23,3.4-3.69,7,"$30,000 to $39,999",23,3,3,3,3,3,2,2,3,2,6-7 times,23,High resilience,21,Neutral/Mixed Mindset,6,Male
Yes,3.4-3.69,"$100,000 to $149,999",5,4,5,4,3,3,3,2,4,4,2,3,1,2,2,2,0,1,0,0,0,0,0,0,4,4,5,5,2,3,1,4,0,0,3,1,0,37,12,3.4-3.69,1,"$100,000 to $149,999",17,8,0,1,0,1,0,0,3,1,3 times,12,Low resilience,6,Stress-is-Debilitating Mindset,3,Female
Yes,3.4-3.69,"$70,000 to $79,999",3,3,5,5,5,3,4,5,3,3,2,3,4,3,2,4,0,0,0,0,0,0,0,0,1,3,5,5,3,0,0,3,0,0,1,0,0,39,18,3.4-3.69,0,"$70,000 to $79,999",12,6,3,2,1,3,3,0,2,2,6-7 times,18,Normal resilience,16,Neutral/Mixed Mindset,6,Female
Yes,3.4-3.69,"$100,000 to $149,999",3,3,4,3,3,3,3,3,3,4,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,5,0,5,4,4,0,2,1,1,4,5,0,32,23,3.4-3.69,0,"$100,000 to $149,999",14,4,1,3,1,3,1,1,2,2,3 times,23,High resilience,14,Neutral/Mixed Mindset,3,Female
Yes,3.4-3.69,"$150,000 to $249,999",4,4,4,3,3,3,2,5,5,3,4,3,4,4,4,4,0,1,1,0,1,0,1,0,5,5,3,2,5,4,4,4,2,0,3,5,5,36,23,3.4-3.69,4,"$150,000 to $249,999",18,6,3,3,2,4,1,1,3,3,5 times,23,High resilience,20,Neutral/Mixed Mindset,5,Female
Yes,3.0-3.39,"$100,000 to $149,999",3,3,3,4,3,3,4,3,3,3,4,3,4,3,4,3,0,0,0.5,0,0.5,0,0,0,3,4,5,3,4,3,4,2,2,1,2,1,0,32,21,3.0-3.39,1,"$100,000 to $149,999",15,7,3,3,2,3,3,2,2,3,4 times,21,Normal resilience,21,Neutral/Mixed Mindset,4,Male
Yes,3.7-4.0,"$150,000 to $249,999",3,3,4,4,3,3,4,4,3,3,4,3,4,3,3,3,0,0,0,0,0,0,0,0,3,5,5,4,1,2,5,4,0,1,1,5,0,34,20,3.7-4.0,0,"$150,000 to $249,999",17,6,3,3,2,3,2,1,3,1,5 times,20,Normal resilience,18,Neutral/Mixed Mindset,5,Female
Yes,3.7-4.0,"$100,000 to $149,999",4,4,5,3,4,5,3,2,2,3,5,4,4,5,4,5,0,0,0,0,0,0,0,0,5,5,3,5,1,5,5,3,0,0,5,3,0,35,27,3.7-4.0,0,"$100,000 to $149,999",18,8,3,3,1,3,2,1,3,3,3 times,27,High resilience,19,Neutral/Mixed Mindset,3,Female
No,Not applicable,"$20,000 to $29,999",5,5,5,2,3,3,3,2,4,3,3,3,2,4,2,1,1,1,1,0,0,0,0,0,5,5,5,5,5,2,5,3,0,2,2,5,5,35,15,NA,3,"$20,000 to $29,999",20,7,2,3,1,3,1,1,2,1,5 times,15,Normal resilience,14,Neutral/Mixed Mindset,5,Female
Yes,3.7-4.0,"$100,000 to $149,999",2,2,3,5,3,1,3,4,2,2,5,5,5,2,2,5,0,0,0,0,0,0,0,0,0,4,3,5,1,2,5,4,0,0,0,0,0,27,24,3.7-4.0,0,"$100,000 to $149,999",13,3,2,2,2,2,2,2,2,2,5 times,24,High resilience,16,Neutral/Mixed Mindset,5,Female
Yes,3.7-4.0,"$150,000 to $249,999",3,3,5,4,4,3,3,4,3,2,4,2,3,4,3,3,0,0,0,0,0,0,0,0,3,5,5,5,2,4,5,4,1,1,2,5,0,34,19,3.7-4.0,0,"$150,000 to $249,999",19,7,3,2,1,3,1,0,3,2,3 times,19,Normal resilience,15,Neutral/Mixed Mindset,3,Female
Yes,3.7-4.0,"$100,000 to $149,999",3,2,4,4,3,2,3,3,3,3,4,3,3,3,3,3,0,0,0,0,0,0,0,0,5,5,5,5,3,4,5,5,3,2,3,0,0,30,19,3.7-4.0,0,"$100,000 to $149,999",25,8,1,3,1,3,2,0,2,1,6-7 times,19,Normal resilience,13,Neutral/Mixed Mindset,6,Female
Yes,3.4-3.69,"$100,000 to $149,999",3,3,3,3,3,3,3,3,3,2,5,5,3,2,3,2,1,1,1,0,1,0,0,0,5,5,1,3,3,2,5,3,2,1,1,1,1,29,20,3.4-3.69,4,"$100,000 to $149,999",19,2,3,2,1,3,2,1,1,2,6-7 times,20,Normal resilience,15,Neutral/Mixed Mindset,6,Male
Yes,3.7-4.0,"$100,000 to $149,999",5,5,5,3,3,4,4,2,4,4,3,2,2,2,2,2,0,1,1,0,1,0,1,0,2,5,3,2,2,3,4,2,0,2,1,0,0,39,13,3.7-4.0,4,"$100,000 to $149,999",13,4,1,1,1,1,1,1,1,1,5 times,13,Low resilience,8,Stress-is-Debilitating Mindset,5,Female
Yes,3.4-3.69,"$250,000 or more",4,5,5,3,3,4,3,2,5,5,2,2,2,2,3,1,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,5,2,0,3,0,0,39,12,3.4-3.69,0,"$250,000 or more",20,8,1,3,2,3,1,2,1,2,3 times,12,Low resilience,15,Neutral/Mixed Mindset,3,Female
Yes,3.4-3.69,"$70,000 to $79,999",3,3,4,3,3,2,4,4,2,2,4,4,4,4,5,5,0,1,0,0,0,0,0,0,4,3,4,4,1,4,4,2,2,2,2,2,5,30,26,3.4-3.69,1,"$70,000 to $79,999",17,6,1,3,0,3,1,0,2,1,2 times,26,High resilience,11,Neutral/Mixed Mindset,2,Female
Yes,3.7-4.0,"$250,000 or more",3,2,4,4,4,3,3,4,3,1,2,2,2,4,2,2,0,0,0,0,0,0,0,0,5,0,5,5,3,3,3,4,2,0,2,0,0,31,14,3.7-4.0,0,"$250,000 or more",16,7,1,0,1,0,1,0,1,1,4 times,14,Normal resilience,5,Stress-is-Debilitating Mindset,4,Female
Yes,3.7-4.0,"$80,000 to $89,999",2,3,3,4,3,2,4,4,3,3,5,4,4,5,4,5,0,0,1,0,0,0,0,0,3,5,1,4,0,3,5,0,0,1,0,5,0,31,27,3.7-4.0,1,"$80,000 to $89,999",13,1,2,3,2,2,2,2,2,2,3 times,27,High resilience,17,Neutral/Mixed Mindset,3,Female
Yes,3.4-3.69,"$250,000 or more",4,3,5,3,2,2,3,3,5,4,3,3,3,4,4,4,0,0,0,0,0,0,0,0,4,4,5,4,1,3,0,4,3,5,0,0,0,34,21,3.4-3.69,0,"$250,000 or more",24,5,1,4,1,1,1,0,1,2,6-7 times,21,Normal resilience,11,Neutral/Mixed Mindset,6,Female
Yes,3.7-4.0,"$100,000 to $149,999",3,2,3,4,4,2,4,4,2,2,4,3,4,3,3,4,0,0,0,0,0,0,0,0,3,4,5,5,3,2,3,2,2,0,1,3,0,30,21,3.7-4.0,0,"$100,000 to $149,999",16,6,1,1,1,2,1,1,1,1,3 times,21,Normal resilience,9,Stress-is-Debilitating Mindset,3,Female
